,LATITUDE,LONGITUDE,SIO2,NA2O,K2O,CAO,FEO,MGO,MATERIAL,SAMPLE ID
6629,0.5,35.9,49.07,3.63,1.13,9.73,9.89,6.21,WR,NTB2012-187
6630,0.5,35.9,48.25,3.12,0.63,12.12,10.72,6.56,WR,NTB2012-194
6631,0.5,35.9,48.12,3.24,0.84,11.11,10.09,6.18,WR,NTB2012-195
6632,0.5,35.9,48.99,3.27,0.74,10.78,10.56,5.29,WR,NTB2014-332
6633,0.5,35.9,49.72,3.41,1.05,0.8,10.01,0.07,WR,NTB2014-355
6634,0.5,35.9,48.45,3.51,0.91,10.49,10.43,6.31,WR,NTB2015-425
6635,0.5,35.9,48.15,3.42,0.89,11.08,10.66,6.5,WR,NTB2017-801
6636,0.5,35.9,47.33,3.83,1.29,9.55,11.17,5.26,WR,NTB2011-5
6637,0.5,35.9,48.03,3.15,1.24,8.77,10.79,5.3,WR,NTB2011-6
6638,0.5,35.9,50.03,3.36,1.74,9.57,11.7,4.63,WR,NTB2012-96
6639,0.5,35.9,49.3,3.79,1.24,9.72,10.28,5.47,WR,NTB2012-114
6640,0.5,35.9,49.86,3.26,1.43,9.17,11.71,4.73,WR,NTB2012-116
6641,0.5,35.9,48.84,3.47,1.55,9.51,10.81,4.89,WR,NTB2012-197
6642,0.5,35.9,48.08,3.47,1.6,9.4,11.08,4.64,WR,NTB2012-198
6643,0.5,35.9,49.02,2.92,1.52,8.76,11.58,4.38,WR,NTB2012-199
6644,0.5,35.9,48.04,3.74,1.35,0.92,11.47,0.08,WR,NTB2017-804
6645,0.5,35.9,48.0,3.76,1.3,9.79,11.19,5.42,WR,NTB2017-805
6646,0.5,35.9,48.3,3.48,1.42,8.96,11.96,5.46,WR,NTB2017-806
6647,0.5,35.9,48.46,3.54,1.43,9.34,11.31,5.27,WR,NTB2017-808
6648,0.5,35.9,48.4,2.46,1.43,1.16,11.46,0.06,WR,NTB2017-811
6649,0.5,35.9,47.58,3.53,1.4,0.91,13.09,0.23,WR,NTB2011-45
6650,0.5,35.9,49.74,4.02,1.82,7.04,11.58,3.4,WR,MCB2010-2
6651,0.5,35.9,60.57,6.42,4.66,0.89,7.58,0.05,WR,NTB2011-26
6652,0.5,35.9,60.44,3.84,4.88,0.72,8.03,0.04,WR,NTB2011-28
6653,0.5,35.9,62.41,5.56,4.69,0.65,7.53,0.03,WR,NTB2011-29
6654,0.5,35.9,60.25,6.87,4.78,0.63,3.23,0.05,WR,NTB2011-54
6655,0.5,35.9,60.32,6.45,4.85,1.29,5.83,0.18,WR,NTB2104-321
6656,0.5,35.9,61.28,6.23,4.79,0.91,7.29,0.04,WR,NTB2014-325
6657,0.5,35.9,61.26,5.63,4.81,0.94,7.21,0.04,WR,NTB2014-326
6658,0.5,35.9,61.63,6.38,4.87,0.89,7.0,0.05,WR,NTB2014-327
6659,0.5,35.9,58.81,4.09,4.9,0.86,6.98,0.04,WR,NTB2014-329
6660,0.5,35.9,60.86,5.54,4.84,1.1,7.96,0.09,WR,NTB2014-330
6661,0.5,35.9,62.15,5.44,4.62,0.77,8.2,0.06,WR,NTB2014-333
6662,0.5,35.9,63.19,7.38,4.57,0.78,8.62,0.05,WR,NTB2014-335
6663,0.5,35.9,59.92,6.09,4.77,1.43,5.17,0.26,WR,MCB2010-3
6664,0.5,35.9,61.4,5.93,4.93,1.21,4.78,0.18,WR,NTB2011-24
6665,0.5,35.9,56.88,5.54,3.37,3.08,7.05,0.95,WR,NTB2011-48
6666,0.5,35.9,63.03,5.38,4.36,1.44,4.85,0.34,WR,NTB2014-340
6667,0.5,35.9,64.16,6.02,4.93,1.03,3.84,0.18,WR,NTB2014-357
6668,0.5,35.9,61.3,5.52,4.95,1.22,5.39,0.09,WR,NTB2014-339
6669,0.5,35.9,59.18,5.69,4.53,1.11,7.71,0.07,WR,CAT02-21
6670,0.5,35.9,59.43,5.76,4.52,1.06,7.56,0.07,WR,CAT02-25
6671,0.5,35.9,59.36,5.11,4.0,0.81,9.28,0.13,WR,CAT01-67
6672,0.5,35.9,59.16,5.87,4.18,0.84,8.79,0.12,WR,CAT02-20
6673,0.5,35.9,57.96,8.19,4.81,0.98,7.71,0.28,WR,NB10-07
6674,0.5,35.9,58.85,6.83,2.03,1.03,7.98,0.33,WR,NTB2012-146
15295,0.5,35.9,59.6,5.28,4.27,1.28,8.91,0.1,WR,NTB2011-36
15296,0.5,35.9,59.91,6.12,4.57,1.37,9.64,0.12,WR,NTB2015-439
15297,0.5,35.9,60.59,7.11,4.71,1.39,9.92,0.1,WR,NTB2015-441
15298,0.5,35.9,61.1,4.81,4.2,1.27,7.52,0.43,WR,CAT99-12TS
15299,0.5,35.9,60.18,6.43,4.75,1.21,7.63,0.41,WR,FVNHOM
15300,0.5,35.9,61.44,5.83,4.8,1.27,6.21,0.38,WR,NTB2015-420
15301,0.5,35.9,61.31,5.63,4.81,1.2,6.77,0.36,WR,NTB2015-429
15302,0.5,35.9,60.04,6.21,4.8,1.22,6.33,0.37,WR,NTB2015-440
15303,0.5,35.9,60.87,5.41,4.62,1.23,7.75,0.45,WR,NTB2015-443
15304,0.5,35.9,60.35,7.35,4.44,1.39,10.2,0.11,WR,CAT LEBUS
15305,0.5,35.9,61.1,7.91,4.53,1.54,10.94,0.12,WR,NTB2013-236
15306,0.5,35.9,61.53,3.08,3.81,0.63,6.5,0.07,WR,CAT01-24
15307,0.5,35.9,60.02,4.32,4.17,1.23,9.26,0.04,WR,NTB2015-423
15308,0.5,35.9,63.86,7.12,4.71,0.96,5.19,0.11,WR,NTB2015-424
15309,0.5,35.9,46.98,2.85,0.45,12.13,10.42,3.47,WR,CAT02-19
15310,0.5,35.9,48.25,2.85,0.61,12.21,10.23,6.6,WR,NTB2011-2
15311,0.5,35.9,46.96,3.52,1.02,0.64,10.86,0.03,WR,NTB2011-4
15312,0.5,35.9,48.63,3.85,1.09,9.29,9.66,5.75,WR,NTB2011-43
15313,0.5,35.9,47.89,3.12,0.73,11.08,9.65,5.99,WR,NTB2011-55
15314,0.5,35.9,47.45,3.19,0.85,10.75,10.16,6.13,WR,NTB2012-64
15315,0.5,35.9,47.84,3.42,0.94,10.67,10.0,6.14,WR,NTB2012-88
15316,0.5,35.9,49.28,3.11,1.27,12.03,9.04,5.75,WR,NTB2012-120
15317,0.5,35.9,49.28,3.81,1.29,10.52,10.75,5.75,WR,NTB2013-253
15318,0.5,35.9,48.57,3.7,0.98,10.59,10.67,6.01,WR,NTB2015-416.1
15319,0.5,35.9,48.46,3.5,0.89,10.49,10.07,5.96,WR,NTB2015-416.2
15320,0.5,35.9,47.76,3.51,0.91,10.93,11.06,6.65,WR,NTB2015-437
15321,0.5,35.9,48.32,3.11,0.66,11.96,10.88,6.61,WR,NTB2017-800
15322,0.5,35.9,48.05,3.48,0.96,10.99,10.64,6.23,WR,NTB2017-802
15323,0.5,35.9,47.38,3.57,1.43,9.78,11.77,5.2,WR,CAT97-60TS
15324,0.5,35.9,48.29,3.74,1.19,0.73,10.3,0.06,WR,NTB2012-89
15325,0.5,35.9,50.05,3.97,1.48,8.78,10.7,4.58,WR,NTB2012-92
15326,0.5,35.9,50.36,3.76,1.46,9.01,10.47,4.73,WR,NTB2012-93
15327,0.5,35.9,50.28,3.38,1.52,9.72,10.75,4.78,WR,NTB2012-94
15328,0.5,35.9,48.98,3.45,1.59,9.55,10.87,4.87,WR,NTB2012-95
15329,0.5,35.9,49.09,3.58,1.2,9.93,10.48,5.31,WR,NTB2012-115
15330,0.5,35.9,48.97,3.55,1.26,0.64,11.03,0.06,WR,NTB2012-117
15331,0.5,35.9,48.83,3.7,1.61,9.49,11.8,4.73,WR,NTB2012-118
15332,0.5,35.9,48.69,3.47,1.54,9.81,11.36,4.91,WR,NTB2012-188
15333,0.5,35.9,49.05,3.47,1.59,9.68,11.17,5.06,WR,NTB2012-189
15334,0.5,35.9,48.44,3.78,1.09,0.73,10.4,0.04,WR,NTB2012-196
15335,0.5,35.9,48.22,3.51,1.44,9.17,11.51,5.38,WR,NTB2017-807
15336,0.5,35.9,48.58,3.62,1.44,0.54,11.37,0.02,WR,NTB2017-809
15337,0.5,35.9,48.54,3.42,1.38,9.37,11.16,4.94,WR,NTB2017-810
15338,0.5,35.9,48.55,3.6,1.49,8.92,11.69,5.19,WR,NTB2017-812
15339,0.5,35.9,48.93,3.72,1.38,9.0,11.7,5.61,WR,NTB2017-813
15340,0.5,35.9,48.18,3.82,1.34,0.97,11.68,0.06,WR,NTB2017-814
15341,0.5,35.9,48.56,3.73,1.35,10.14,11.48,5.34,WR,NTB2017-815
15342,0.5,35.9,54.7,3.67,2.15,7.98,9.29,4.23,WR,NTB2012-102
15343,0.5,35.9,49.31,3.72,1.91,7.78,11.32,3.76,WR,CAT02-28
15344,0.5,35.9,50.87,4.17,0.65,7.2,11.17,3.29,WR,NTB2012-104
15345,0.5,35.9,60.12,6.14,4.75,1.03,6.15,0.1,WR,NTB2011-19
15346,0.5,35.9,60.0,4.54,4.87,0.86,6.76,0.02,WR,NTB2011-20
15347,0.5,35.9,60.39,4.56,5.13,0.91,6.82,0.03,WR,NTB2011-21
15348,0.5,35.9,61.47,6.87,4.65,1.03,7.66,0.03,WR,NTB2011-22
15349,0.5,35.9,60.28,3.74,4.84,0.76,9.63,0.02,WR,NTB2011-25
15350,0.5,35.9,63.13,6.95,4.78,1.02,5.57,0.09,WR,NTB2011-42
15351,0.5,35.9,60.05,6.06,4.18,0.72,8.0,0.05,WR,NTB2011-49
15352,0.5,35.9,60.6,5.33,4.03,0.66,8.72,0.04,WR,NTB2011-50
15353,0.5,35.9,61.55,6.98,5.11,0.82,5.47,0.08,WR,NTB2011-52
15354,0.5,35.9,59.63,5.97,4.95,1.0,6.0,0.1,WR,NTB2011-53
15355,0.5,35.9,48.35,3.56,1.36,1.05,11.12,0.09,WR,NTB2013-227
15356,0.5,35.9,60.52,5.52,5.04,1.21,6.32,0.19,WR,NTB2104-322
15357,0.5,35.9,61.06,5.57,5.18,1.09,6.13,0.06,WR,NTB2104-323
15358,0.5,35.9,61.04,6.13,4.85,0.87,7.46,0.04,WR,NTB2104-324
15359,0.5,35.9,60.11,3.76,4.84,0.62,8.43,0.03,WR,NTB2014-328
15360,0.5,35.9,61.79,6.35,4.69,0.82,7.65,0.05,WR,NTB2014-331
15361,0.5,35.9,63.08,7.51,4.43,0.68,8.24,0.04,WR,NTB2014-334
15362,0.5,35.9,59.03,4.66,3.91,0.99,5.94,0.07,WR,CAT97-70
15363,0.5,35.9,62.5,4.89,5.11,1.14,3.78,0.29,WR,CAT02-27
15364,0.5,35.9,56.98,5.91,3.53,3.14,6.97,1.0,WR,MCB2010-1
15365,0.5,35.9,60.89,5.99,4.9,1.25,4.39,0.2,WR,MCB2010-4
15366,0.5,35.9,62.56,6.03,5.21,0.87,3.97,0.09,WR,MCB2011-2
15367,0.5,35.9,61.24,5.58,5.19,0.88,4.03,0.1,WR,NTB2010-2
15368,0.5,35.9,65.33,5.2,5.18,0.74,2.95,0.08,WR,NTB2011-44
15369,0.5,35.9,60.27,5.91,4.55,1.67,5.52,0.33,WR,NTB2011-46
15370,0.5,35.9,63.8,5.71,4.36,1.86,5.24,0.42,WR,NTB2013-222
15371,0.5,35.9,63.24,5.29,4.37,1.36,4.58,0.29,WR,NTB2014-342
15372,0.5,35.9,61.93,5.4,4.41,1.79,5.16,0.45,WR,NTB2014-358
15373,0.5,35.9,62.09,5.61,4.46,1.75,5.33,0.48,WR,NTB2014-359
15374,0.5,35.9,62.4,5.9,4.37,2.05,5.65,0.58,WR,NTB2014-360
15375,0.5,35.9,61.44,5.82,4.21,2.08,5.97,0.55,WR,NTB2014-361
15376,0.5,35.9,58.99,6.94,2.67,1.14,7.94,0.08,WR,NTB2012-205
15377,0.5,35.9,58.45,6.03,5.26,1.88,7.1,0.12,WR,NTB2014-341
15378,0.5,35.9,59.86,6.13,5.41,2.11,7.21,0.13,WR,NTB2013-223
15379,0.5,35.9,56.35,5.11,5.01,1.87,6.73,0.15,WR,CAT02-22
15380,0.5,35.9,56.66,3.63,4.48,1.54,5.9,0.09,WR,CAT02-23
6675,4.0,36.3,71.32,4.59,4.2,0.29,,0.01,GL,83-2
15381,4.0,36.3,70.92,4.61,4.09,0.29,,0.0,GL,83-1
6676,-0.25,34.3,60.56,9.18,4.79,1.04,8.11,0.33,WR,CAT09-01
6677,-0.25,34.3,61.53,8.73,4.5,1.02,7.94,0.32,WR,CAT10-01
6678,-0.25,34.3,57.23,8.34,4.3,0.98,7.78,0.33,WR,KRU2012-15
6679,-0.25,34.3,62.03,7.58,4.83,1.13,6.78,0.36,WR,CAT09-02B
6680,-0.25,34.3,60.04,7.69,5.06,1.11,6.58,0.35,WR,CAT-11-02A
6681,-0.25,34.3,59.37,5.32,1.72,1.18,6.93,0.37,WR,CAT11-05
6682,-0.25,34.3,61.28,7.68,4.99,1.11,6.48,0.34,WR,KRU2012-01
6683,-0.25,34.3,60.68,7.41,4.8,1.06,6.55,0.33,WR,KRU2012-02
6684,-0.25,34.3,56.31,7.4,4.36,1.05,6.68,0.37,WR,KRU2012-06
6685,-0.25,34.3,60.14,7.83,4.98,1.12,6.95,0.36,WR,KRU2012-07
6686,-0.25,34.3,59.08,7.63,4.76,1.12,6.84,0.36,WR,KRU2012-10
6687,-0.25,34.3,57.9,7.36,4.23,1.09,6.75,0.36,WR,KRU2012-13
6688,-0.25,34.3,59.56,7.9,4.86,1.09,6.67,0.35,WR,KRU2012-16
6689,-0.25,34.3,59.14,7.62,4.11,1.08,6.63,0.36,WR,KRU2012-17
6690,-0.25,34.3,62.48,6.99,5.24,1.12,6.73,0.34,WR,LVP2013-03A
6691,-0.25,34.3,61.75,6.92,5.15,1.1,6.61,0.36,WR,LVP2013-06
6692,-0.25,34.3,62.25,6.83,5.12,1.08,6.55,0.36,WR,LVP2013-17A
6693,-0.25,34.3,62.96,6.87,5.08,1.15,6.44,0.36,WR,12KIS26
6694,-0.25,34.3,62.82,7.04,5.01,1.11,6.56,0.37,WR,12KIS28
6696,-0.25,34.3,59.14,9.29,4.82,1.02,6.45,0.28,WR,DP10-17
6697,-0.25,34.3,59.41,9.04,4.98,1.03,6.34,0.29,WR,DP10-19
6698,-0.25,34.3,60.94,8.06,4.89,1.01,7.16,0.19,WR,LVP2013-3B
6699,-0.25,34.3,61.17,7.93,4.88,1.0,7.14,0.19,WR,LVP2013-7B
6700,-0.25,34.3,61.39,7.57,5.14,1.03,6.41,0.31,WR,LVP2013-13
6701,-0.25,34.3,60.32,7.89,4.79,1.03,7.01,0.21,WR,12KIS34
6703,-0.25,34.3,64.03,7.45,4.64,1.05,8.97,0.21,WR,LVP2013-09A
6704,-0.25,34.3,62.97,6.5,5.36,1.4,7.0,0.42,WR,LVP2013-09B
6705,-0.25,34.3,63.81,6.39,4.61,0.98,8.24,0.13,WR,LVP2014-14A
6706,-0.25,34.3,62.1,5.79,5.3,1.45,6.78,0.37,WR,LVP2014-14B
6707,-0.25,34.3,63.2,6.2,5.42,1.52,6.82,0.41,WR,LVP2013-15B
15383,-0.25,34.3,58.73,9.12,4.61,1.02,7.41,0.33,WR,CAT09-22
15384,-0.25,34.3,59.5,5.96,1.76,1.09,8.05,0.33,WR,CRJ11-27
15385,-0.25,34.3,59.39,5.53,1.88,1.05,8.03,0.34,WR,CRJ11-28
15386,-0.25,34.3,62.07,8.67,4.93,1.1,8.34,0.35,WR,LVP2013-16
15388,-0.25,34.3,60.47,7.14,4.54,1.2,6.86,0.36,WR,CAT09-03
15389,-0.25,34.3,59.99,7.72,4.79,1.1,6.62,0.36,WR,CAT-11-01
15390,-0.25,34.3,54.76,7.67,4.57,1.1,6.7,0.37,WR,KRU2012-03
15391,-0.25,34.3,58.79,7.59,4.16,1.08,6.77,0.36,WR,KRU2012-11
15392,-0.25,34.3,61.47,7.37,4.77,1.08,6.55,0.38,WR,KRU2012-18
15393,-0.25,34.3,62.18,6.98,5.11,1.13,6.67,0.35,WR,LVP2013-01
15394,-0.25,34.3,62.13,7.09,5.01,1.1,6.71,0.33,WR,LVP2013-02
15395,-0.25,34.3,61.41,6.9,5.06,1.11,6.57,0.36,WR,LVP2013-04
15396,-0.25,34.3,63.25,7.12,5.19,1.15,6.56,0.36,WR,LVP2013-11
15397,-0.25,34.3,59.88,8.97,4.73,1.03,7.18,0.19,WR,CAT11-02B
15398,-0.25,34.3,58.84,8.99,5.05,1.02,6.6,0.3,WR,DP10-16
15399,-0.25,34.3,60.99,7.62,4.82,1.02,7.04,0.2,WR,LVP2013-8
15400,-0.25,34.3,61.92,7.25,5.46,1.4,7.07,0.43,WR,CAT11-07B
15401,-0.25,34.3,62.24,7.08,4.44,0.97,9.01,0.21,WR,CAT10-05A
15402,-0.25,34.3,61.28,6.21,5.43,1.37,6.94,0.43,WR,CAT10-05B
15403,-0.25,34.3,62.66,7.37,4.63,0.97,8.86,0.2,WR,LVP2014-10A
15404,-0.25,34.3,62.05,6.52,5.37,1.38,6.84,0.41,WR,LVP2014-10B
15405,-0.25,34.3,65.25,6.81,4.66,1.09,8.73,0.18,WR,LVP2013-15A
6695,-0.411767,34.1854,58.16,9.24,5.0,0.99,6.73,0.27,WR,CAT10-03
6708,-9.20622,33.7169,63.18,5.46,6.06,0.88,,0.35,WR,KF176E
6709,-9.20622,33.7169,62.2,5.21,6.2,4.04,,0.47,WR,KF176K
6710,-9.20622,33.7169,61.6,5.27,5.9,1.09,,0.53,WR,KF176N
15415,-9.20622,33.7169,62.23,6.81,5.48,0.64,,0.26,WR,KF176B
15416,-9.20622,33.7169,62.91,5.14,5.91,0.97,,0.4,WR,KF176H
6711,-9.135,33.668,59.53,6.54,5.45,0.82,,0.37,WR,KF043
6713,-9.135,33.668,61.97,8.01,6.16,0.83,,0.38,WR,KF160A
6714,-9.135,33.668,64.89,7.95,4.87,0.52,,0.39,WR,KF072C
15411,-9.135,33.668,61.27,7.56,5.11,0.51,,0.23,WR,KF235C
15419,-9.135,33.668,59.45,6.45,5.52,0.86,,0.39,WR,KF116C
6712,-9.42706,33.7565,61.9,8.32,5.7,0.6,,0.25,WR,MAS-06
15410,-9.42706,33.7565,63.52,6.27,5.61,0.5,,0.25,WR,MAS-12
15412,-9.42706,33.7565,62.74,6.28,6.3,1.04,,0.52,WR,MAS-10
6720,4.0,9.0,42.79,3.19,1.54,11.71,,8.85,WR,PETDB-2749-C026
6721,4.0,9.0,43.44,1.81,0.72,9.05,,20.09,WR,PETDB-2749-R14
15431,4.0,9.0,46.88,2.81,0.96,9.95,,9.34,WR,PETDB-2749-C237
15432,4.0,9.0,47.01,2.6,0.88,9.02,,8.96,WR,PETDB-2749-C238
15433,4.0,9.0,44.72,2.27,0.76,13.5,,12.81,WR,PETDB-2749-C030
15434,4.0,9.0,45.62,2.19,0.85,13.45,,9.06,WR,PETDB-2749-C004
6722,4.95,9.86,45.87,3.39,1.32,9.84,,8.34,WR,PETDB-2749-C239
6723,4.95,9.86,50.64,3.69,1.24,8.48,,6.53,WR,PETDB-2749-C247
6737,56.65,161.4,50.64,2.78,1.02,9.56,9.1,12.37,WR,KH98-05
6738,56.65,161.4,50.52,2.81,0.98,9.69,8.97,12.29,WR,KH98-06
6739,56.65,161.4,51.5,3.09,1.11,9.73,8.88,9.56,WR,KH98-07
6740,56.65,161.4,50.87,2.85,1.0,9.67,8.85,11.95,WR,KH98-09
6741,56.65,161.4,51.09,2.88,1.08,9.86,9.42,10.38,WR,KH98-L2
6742,56.65,161.4,50.15,2.63,1.03,9.92,9.65,11.55,WR,KH98-L4
6743,56.65,161.4,51.79,2.98,1.0,10.01,8.9,9.16,WR,KHAR03-01
6744,56.65,161.4,43.22,0.05,1.54,0.42,8.92,44.87,WR,KHAR03-02
15440,56.65,161.4,53.94,3.43,1.57,8.74,8.36,4.89,WR,KH98-01
15441,56.65,161.4,51.78,2.9,1.6,10.23,8.78,8.73,WR,KH98-10
15442,56.65,161.4,54.81,3.39,1.54,8.18,7.41,8.15,WR,KH98-02
15443,56.65,161.4,52.7,3.21,1.33,9.29,8.63,9.57,WR,KH98-03
15444,56.65,161.4,61.39,4.29,1.78,5.91,5.05,4.01,WR,KH98-04
15445,56.65,161.4,52.27,3.14,1.17,9.56,8.74,8.84,WR,KH98-08
15446,56.65,161.4,51.13,2.93,1.1,9.67,9.41,10.53,WR,KH98-L3
15447,56.65,161.4,50.92,2.92,1.22,10.15,9.5,10.26,WR,KH98-L6
15448,56.65,161.4,54.27,3.51,2.73,7.99,6.79,8.87,WR,KHAR03-03
15449,56.65,161.4,53.2,2.78,1.3,10.11,8.51,8.95,WR,KHAR03-04
15450,56.65,161.4,51.34,2.45,1.35,10.05,9.4,10.17,WR,1006
6749,50.1542,-123.399,54.6,4.3,0.8,7.3,,5.6,WR,GARIBALDI LAKE
6750,49.9922,-123.219,53.5,3.9,0.8,8.4,,5.3,WR,MOUNT CAYLEY
6751,50.6572,-123.595,48.6,3.5,0.8,8.5,,9.0,WR,MOUNT MEAGER
6752,50.7929,-123.383,46.8,3.1,1.0,8.6,,11.1,WR,SALAL GLACIER
6762,37.84,-25.5,48.69,2.98,2.42,9.26,,8.03,WR,ACO 95-3
6763,47.77,152.48,51.5,2.55,0.77,9.28,,6.17,WR,PETDB-2832-KY-011/84
15471,47.77,152.48,55.88,3.12,1.5,6.62,,5.3,WR,PETDB-2832-KY-010/84
6765,44.35,146.25,52.45,2.98,0.66,9.27,,4.52,WR,PETDB-2832-KY-072/73
6767,44.35,146.25,51.93,2.8,0.6,9.3,,5.21,WR,PETDB-2832-KY-P1-2002
15472,44.35,146.25,52.87,2.9,0.67,9.26,,4.52,WR,PETDB-2832-KY-108/73
6766,45.33,148.87,49.56,0.7,0.07,14.58,,11.15,WR,PETDB-2832-KY-AL-1
15479,45.33,148.87,55.49,2.53,0.63,8.97,,4.18,WR,PETDB-2832-KY-AV.-2
15480,45.33,148.87,52.15,2.28,0.48,9.46,,7.8,WR,PETDB-2832-KY-AV.-4
6837,-0.37568,-91.9032,47.14,3.73,1.45,8.65,11.89,4.59,GL,NAU0064-072
6838,-0.37551,-91.9012,47.1,3.93,1.37,8.84,12.02,4.72,GL,NAU0064-073
6839,-0.38997,-91.8829,48.22,3.37,0.71,9.44,13.45,4.88,GL,NAU0064-075
6840,-0.39665,-91.8724,47.11,3.86,1.34,8.72,12.19,4.87,GL,NAU0064-081
6841,-0.39712,-91.8715,46.97,3.93,1.38,8.59,11.82,4.66,GL,NAU0064-082
6842,-0.39207,-91.8575,47.28,3.91,1.41,8.64,11.94,4.71,GL,NAU0064-085
6843,-0.38957,-91.8512,46.9,3.88,1.34,8.67,12.1,4.82,GL,NAU0064-086
6844,-0.33494,-91.7751,48.07,2.94,0.54,10.76,11.53,6.3,GL,NAU0064-091
6845,-0.32863,-91.7763,47.74,2.96,0.54,10.68,11.63,6.25,GL,NAU0064-093
6846,-0.31383,-91.7826,48.13,2.87,0.48,10.85,11.23,6.5,GL,NAU0064-109
6847,19.354,-155.056,50.3,2.54,0.46,11.1,11.9,6.51,GL,HW-G3
7347,37.9,23.6,,,,,16.71,12.7,WR,KORYDALLOS K3B 13
7348,37.9,23.6,0.18,,,,15.67,13.65,WR,KORYDALLOS K3B 14
7349,37.9,23.6,0.1,,,,10.87,16.26,WR,KORYDALLOS K3B 16
16100,37.9,23.6,,,,,12.0,15.79,WR,KORYDALLOS K3B 15
7423,59.5706,-133.689,35.63,0.01,0.0038658,0.24,2.0,41.88,WR,MONMTN-02-16LVA-A002-A01
7424,58.8602,-132.106,39.92,0.01,0.0601771,1.0,5.0,42.18,WR,NAHMTN-02-16LVA-A004-A01
7425,58.8602,-132.106,38.85,0.0709718,0.0163245,0.56,4.0,40.19,WR,NAHMTN-05-16LVA-A007-A01
7430,58.8602,-132.106,39.55,0.0362569,0.0076039,0.8,5.8,42.39,WR,NAHMTN-10-16LVA-A012-A01
16156,58.8602,-132.106,39.65,0.01,0.0224828,0.9,5.0,42.55,WR,NAHMTN-01-16LVA-A003-A01
16157,58.8602,-132.106,43.18,,,1.72,5.1,39.53,WR,NAHMTN-03-16LVA-A005-A01
16158,58.8602,-132.106,42.13,0.01,,1.6,5.1,40.02,WR,NAHMTN-04-16LVA-A006-A01
7426,58.8579,-132.1,53.01,0.01,,1.59,6.7,33.91,WR,NAHMTN-06-16LVA-A008-A01
7427,58.858,-132.1,50.93,0.02,0.00122395,1.59,6.0,34.74,WR,NAHMTN-07-16LVA-A009-A01
7428,58.857,-132.088,42.3,,,0.59,6.3,44.88,WR,NAHMTN-08-16LVA-A010-A01
7429,58.857,-132.088,41.29,0.0379782,0.00902903,0.64,6.2,44.44,WR,NAHMTN-09-16LVA-A011-A01
7431,58.8827,-132.132,39.39,0.0442203,0.0111709,0.6,6.5,42.74,WR,NAHMTN-11-16LVA-A013-A01
7432,58.8895,-132.124,40.76,0.01,0.0153042,0.79,5.3,42.36,WR,NAHMTN-12-16LVA-A014-A01
7433,58.9605,-132.267,43.83,0.01,0.0179581,0.67,6.6,45.82,WR,MENRNG-04-16LVA-A020-A01
7434,58.9604,-132.265,42.99,0.01,0.00105289,0.81,7.9,45.34,WR,MENRNG-05-16LVA-A021-A01
7435,58.9612,-132.263,42.1,0.0047311,0.00064932,0.59,6.6,43.94,WR,MENRNG-06-16LVA-A022-A01
7436,58.9662,-132.256,40.26,,,0.55,5.3,43.06,WR,MENRNG-08-16LVA-A024-A01
7438,58.9092,-132.388,35.9,0.01,0.00120347,0.11,3.6,43.86,WR,HDLUPK-02-16LVA-A031-A01
7439,58.9096,-132.387,49.47,0.01,,1.7,5.0,36.07,WR,HDLUPK-05-16LVA-A034-A01
7440,58.9101,-132.386,49.72,0.05,0.00302373,1.89,5.6,35.69,WR,HDLUPK-06-16LVA-A035-A01
7441,58.9112,-132.385,53.79,0.14,0.01,2.49,5.7,31.6,WR,HDLUPK-07-16LVA-A036-A01
7442,59.5964,-133.544,33.94,0.01,0.14,15.82,2.6,14.51,WR,YLWJKT-01-16LVA-A038-A01
7443,58.9109,-132.385,50.83,0.15,0.02,14.11,3.0,23.46,WR,HDLUPK-09-17LVA-A006-A01
7444,58.9091,-132.388,34.62,0.00633711,0.00031683,0.15,4.2,46.06,WR,HDLUPK-10-17LVA-A007-A01
16168,58.9091,-132.388,37.96,0.01,0.00075051,0.35,4.3,42.9,WR,HDLUPK-03-16LVA-A032-A01
7445,58.9069,-132.385,39.88,0.00555735,0.00061679,0.74,4.9,42.84,WR,HDLUPK-11-17LVA-A010-A01
7446,58.9073,-131.385,36.16,0.0135072,0.00155523,0.22,4.5,44.79,WR,HDLUPK-13-17LVA-A011-B01
7447,58.9098,-132.393,50.9,,,5.46,4.6,32.9,WR,HDLUPK-14-17LVA-A013-A01
7448,59.5734,-133.656,39.47,0.0104151,0.00108421,1.2,4.6,40.76,WR,ATLTWN-01-17LVA-A017-A01
7449,59.5684,-133.646,50.32,0.02,,1.83,5.6,34.19,WR,ATLTWN-03-17LVA-A021-A01
7451,58.8724,-132.102,42.57,0.00466572,0.00053126,1.08,6.4,43.34,WR,NAHMTN-14-17LVA-A038-A01
7452,58.8559,-132.085,46.24,0.02,,1.64,6.2,41.59,WR,NAHMTN-16-17LVA-A045-A01
7453,58.8632,-132.065,49.61,,,1.72,6.3,37.88,WR,NAHMTN-18-17LVA-A047-B01
16189,58.8632,-132.065,42.01,0.01,0.00044934,0.8,6.9,44.96,WR,NAHMTN-17-17LVA-A047-A01
7455,8.558,39.475,46.45,3.03,0.8,10.0,,7.63,WR,B458
7456,8.558,39.475,46.54,2.96,0.83,10.1,,7.37,WR,B492
7457,8.558,39.475,47.98,2.87,0.95,9.22,,6.1,WR,B209
